effectID,effectName,effectCategory,preExpression,postExpression,description,guid,iconID,isOffensive,isAssistance,durationAttributeID,trackingSpeedAttributeID,dischargeAttributeID,rangeAttributeID,falloffAttributeID,disallowAutoRepeat,published,displayName,isWarpSafe,rangeChance,electronicChance,propulsionChance,distribution,sfxName,npcUsageChanceAttributeID,npcActivationChanceAttributeID,fittingUsageChanceAttributeID,modifierInfo
6335,shipBonusKineticArmorResistanceAD2,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 269
  modifyingAttributeID: 1888
  operation: 6
"
6336,shipBonusThermalArmorResistanceAD2,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 270
  modifyingAttributeID: 1888
  operation: 6
"
6337,shipBonusEMArmorResistanceAD2,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 267
  modifyingAttributeID: 1888
  operation: 6
"
6338,shipBonusExplosiveArmorResistanceAD2,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 268
  modifyingAttributeID: 1888
  operation: 6
"
6339,eliteBonusCommandDestroyerArmored1,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2535
  modifyingAttributeID: 2059
  operation: 6
  skillTypeID: 20494
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2469
  modifyingAttributeID: 2059
  operation: 6
  skillTypeID: 20494
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2471
  modifyingAttributeID: 2059
  operation: 6
  skillTypeID: 20494
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2473
  modifyingAttributeID: 2059
  operation: 6
  skillTypeID: 20494
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2537
  modifyingAttributeID: 2059
  operation: 6
  skillTypeID: 20494
"
6340,shipBonusKineticArmorResistanceGD2,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 269
  modifyingAttributeID: 739
  operation: 6
"
6341,shipBonusEMArmorResistanceGD2,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 267
  modifyingAttributeID: 739
  operation: 6
"
6342,shipBonusThermalArmorResistanceGD2,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 270
  modifyingAttributeID: 739
  operation: 6
"
6343,shipBonusExplosiveArmorResistanceGD2,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 268
  modifyingAttributeID: 739
  operation: 6
"
6348,setFixedResonance,None,None,None,None,,None,0,0,73,None,6,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 271
  modifyingAttributeID: 2083
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 272
  modifyingAttributeID: 2084
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 273
  modifyingAttributeID: 2085
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 274
  modifyingAttributeID: 2086
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 267
  modifyingAttributeID: 2079
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 268
  modifyingAttributeID: 2080
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 269
  modifyingAttributeID: 2081
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 270
  modifyingAttributeID: 2082
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 113
  modifyingAttributeID: 2087
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 111
  modifyingAttributeID: 2088
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 109
  modifyingAttributeID: 2090
  operation: 7
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 110
  modifyingAttributeID: 2089
  operation: 7
"
6350,shipSmallMissileKinDmgCF3,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 1624
  operation: 6
  skillTypeID: 3320
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 1624
  operation: 6
  skillTypeID: 3321
"
6351,shipMissileKinDamageCC3,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 1535
  operation: 6
  skillTypeID: 3319
"
6352,roleBonusWDRange,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 54
  modifyingAttributeID: 2091
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2044
  modifyingAttributeID: 2091
  operation: 6
  skillTypeID: 3434
"
6353,roleBonusWDCapCPU,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 50
  modifyingAttributeID: 2091
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 2091
  operation: 6
  skillTypeID: 3434
"
6354,shipBonusEwWeaponDisruptionStrengthAF2,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 767
  modifyingAttributeID: 485
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 349
  modifyingAttributeID: 485
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 351
  modifyingAttributeID: 485
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 848
  modifyingAttributeID: 485
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 847
  modifyingAttributeID: 485
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 596
  modifyingAttributeID: 485
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 547
  modifyingAttributeID: 485
  operation: 6
  skillTypeID: 3434
"
6355,roleBonusECMCapCPU,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 50
  modifyingAttributeID: 2091
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 6
  modifyingAttributeID: 2091
  operation: 6
"
6356,roleBonusECMRange,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 54
  modifyingAttributeID: 2091
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 2044
  modifyingAttributeID: 2091
  operation: 6
"
6357,shipBonusJustScramblerRangeGF2,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 54
  modifyingAttributeID: 586
  operation: 6
  skillTypeID: 3449
"
6358,roleBonusJustScramblerStrength,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 105
  modifyingAttributeID: 2091
  operation: 2
  skillTypeID: 3449
"
6359,shipBonusAoeVelocityRocketsMF,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 653
  modifyingAttributeID: 460
  operation: 6
  skillTypeID: 3320
"
6360,shipRocketEMThermKinDmgMF2,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 114
  modifyingAttributeID: 587
  operation: 6
  skillTypeID: 3320
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 587
  operation: 6
  skillTypeID: 3320
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 587
  operation: 6
  skillTypeID: 3320
"
6361,shipRocketExpDmgMF3,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 116
  modifyingAttributeID: 1626
  operation: 6
  skillTypeID: 3320
"
6362,roleBonusStasisRange,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 65
  modifiedAttributeID: 54
  modifyingAttributeID: 2091
  operation: 6
"
6368,shieldTransporterFalloffBonus,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 41
  modifiedAttributeID: 2044
  modifyingAttributeID: 349
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1697
  modifiedAttributeID: 2044
  modifyingAttributeID: 349
  operation: 6
"
6369,shipShieldTransferFalloffMC2,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2044
  modifyingAttributeID: 659
  operation: 6
  skillTypeID: 3422
"
6370,shipShieldTransferFalloffCC1,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2044
  modifyingAttributeID: 487
  operation: 6
  skillTypeID: 3422
"
6371,shipRemoteArmorFalloffGC1,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2044
  modifyingAttributeID: 486
  operation: 6
  skillTypeID: 16069
"
6372,shipRemoteArmorFalloffAC2,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2044
  modifyingAttributeID: 656
  operation: 6
  skillTypeID: 16069
"
6373,armorRepairProjectorFalloffBonus,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 325
  modifiedAttributeID: 2044
  modifyingAttributeID: 349
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1698
  modifiedAttributeID: 2044
  modifyingAttributeID: 349
  operation: 6
"
6374,droneHullRepairBonusEffect,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 83
  modifyingAttributeID: 1219
  operation: 6
  skillTypeID: 3436
"
6375,logiFrigSkillMultiplier1,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2092
  modifyingAttributeID: 280
  operation: 0
"
6376,logiFrigSkillMultiplier2,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2093
  modifyingAttributeID: 280
  operation: 0
"
6377,eliteBonusLogiFrigArmorRepSpeedCap1,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 73
  modifyingAttributeID: 2092
  operation: 6
  skillTypeID: 16069
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 2092
  operation: 6
  skillTypeID: 16069
"
6378,eliteBonusLogiFrigShieldRepSpeedCap1,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 73
  modifyingAttributeID: 2092
  operation: 6
  skillTypeID: 3422
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 2092
  operation: 6
  skillTypeID: 3422
"
6379,eliteBonusLogiFrigArmorHP2,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 2093
  operation: 6
"
6380,eliteBonusLogiFrigShieldHP2,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 2093
  operation: 6
"
6381,eliteBonusLogiFrigSignature2,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 552
  modifyingAttributeID: 2093
  operation: 6
"
6384,overloadSelfMissileGuidanceModuleBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 547
  modifyingAttributeID: 1935
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 596
  modifyingAttributeID: 1935
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 847
  modifyingAttributeID: 1935
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 848
  modifyingAttributeID: 1935
  operation: 6
"
6385,ignoreCloakVelocityPenalty,None,None,None,Automatically generated effect,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 306
  modifyingAttributeID: 2102
  operation: 7
  skillTypeID: 11579
"
6386,ewSkillGuidanceDisruptionBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 848
  modifyingAttributeID: 828
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 847
  modifyingAttributeID: 828
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 596
  modifyingAttributeID: 828
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 547
  modifyingAttributeID: 828
  operation: 6
  skillTypeID: 3434
"
6395,shipBonusEwWeaponDisruptionStrengthAC1,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 767
  modifyingAttributeID: 478
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 349
  modifyingAttributeID: 478
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 351
  modifyingAttributeID: 478
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 848
  modifyingAttributeID: 478
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 847
  modifyingAttributeID: 478
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 596
  modifyingAttributeID: 478
  operation: 6
  skillTypeID: 3434
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 547
  modifyingAttributeID: 478
  operation: 6
  skillTypeID: 3434
"
6396,skillStructureMissileDamageBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,1,None,0,0,0,0,None,None,None,None,None,"- domain: structureID
  func: LocationGroupModifier
  groupID: 1548
  modifiedAttributeID: 114
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1548
  modifiedAttributeID: 116
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1548
  modifiedAttributeID: 117
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1548
  modifiedAttributeID: 118
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 114
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 116
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 117
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 118
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 114
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 116
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 117
  modifyingAttributeID: 292
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 118
  modifyingAttributeID: 292
  operation: 6
"
6400,skillStructureElectronicSystemsCapNeedBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,1,None,0,0,0,0,None,None,None,None,None,"- domain: structureID
  func: LocationGroupModifier
  groupID: 1441
  modifiedAttributeID: 6
  modifyingAttributeID: 317
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1442
  modifiedAttributeID: 6
  modifyingAttributeID: 317
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 6
  modifyingAttributeID: 317
  operation: 6
"
6401,skillStructureEngineeringSystemsCapNeedBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,1,None,0,0,0,0,None,None,None,None,None,"- domain: structureID
  func: LocationGroupModifier
  groupID: 1329
  modifiedAttributeID: 6
  modifyingAttributeID: 317
  operation: 6
- domain: structureID
  func: LocationGroupModifier
  groupID: 1330
  modifiedAttributeID: 6
  modifyingAttributeID: 317
  operation: 6
"
6402,structureRigAoeVelocityBonusSingleTargetMissiles,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 653
  modifyingAttributeID: 2438
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 653
  modifyingAttributeID: 2438
  operation: 6
"
6403,structureRigVelocityBonusSingleTargetMissiles,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 37
  modifyingAttributeID: 2439
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 37
  modifyingAttributeID: 2439
  operation: 6
"
6404,structureRigNeutralizerMaxRangeFalloffEffectiveness,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1329
  modifiedAttributeID: 54
  modifyingAttributeID: 2440
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1329
  modifiedAttributeID: 2044
  modifyingAttributeID: 2441
  operation: 6
"
6405,structureRigNeutralizerCapacitorNeed,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1329
  modifiedAttributeID: 6
  modifyingAttributeID: 2442
  operation: 6
"
6406,structureRigEWMaxRangeFalloff,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 54
  modifyingAttributeID: 2440
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 2044
  modifyingAttributeID: 2441
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 158
  modifyingAttributeID: 2441
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1719
  modifiedAttributeID: 54
  modifyingAttributeID: 2440
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1719
  modifiedAttributeID: 2044
  modifyingAttributeID: 2441
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1719
  modifiedAttributeID: 158
  modifyingAttributeID: 2441
  operation: 6
"
6407,structureRigEWCapacitorNeed,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 6
  modifyingAttributeID: 2442
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1719
  modifiedAttributeID: 6
  modifyingAttributeID: 2442
  operation: 6
"
6408,structureRigMaxTargets,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 192
  modifyingAttributeID: 2434
  operation: 2
"
6409,structureRigSensorResolution,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 564
  modifyingAttributeID: 2435
  operation: 6
"
6410,structureRigExplosionRadiusBonusAoEMissiles,None,None,None,None,,None,0,0,None,None,None,None,None,0,1,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1548
  modifiedAttributeID: 654
  modifyingAttributeID: 2449
  operation: 6
"
6411,structureRigVelocityBonusAoeMissiles,None,None,None,None,,None,0,0,None,None,None,None,None,0,1,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1548
  modifiedAttributeID: 37
  modifyingAttributeID: 2439
  operation: 6
"
6412,structureRigPDBmaxRange,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1330
  modifiedAttributeID: 99
  modifyingAttributeID: 2436
  operation: 6
"
6413,structureRigPDBCapacitorNeed,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1330
  modifiedAttributeID: 6
  modifyingAttributeID: 2437
  operation: 6
"
6414,structureRigFighterHP,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 23069
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 23069
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 23069
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 32339
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 32339
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 32339
"
6415,structureRigFighterMaxVelocity,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 591
  operation: 6
  skillTypeID: 23069
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 591
  operation: 6
  skillTypeID: 32339
"
6417,structureRigDoomsdayDamageLoss,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1333
  modifiedAttributeID: 2106
  modifyingAttributeID: 2278
  operation: 2
"
6422,remoteSensorDampFalloff,None,None,None,None,effects.SensorDampening,None,1,0,73,None,6,54,2044,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
6423,shipModuleGuidanceDisruptor,None,None,None,None,effects.ElectronicAttributeModifyTarget,None,1,0,73,None,6,54,2044,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
6424,shipModuleTrackingDisruptor,None,None,None,None,effects.TrackingDisruption,None,1,0,73,None,6,54,2044,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
6425,remoteTargetPaintFalloff,None,None,None,None,effects.TargetPaint,None,1,0,73,None,6,54,2044,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
6426,remoteWebifierFalloff,None,None,None,None,effects.ModifyTargetSpeed,None,1,0,73,None,6,54,2044,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
6427,remoteSensorBoostFalloff,None,None,None,None,effects.ElectronicAttributeModifyTarget,None,0,1,73,None,6,54,2044,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
6428,shipModuleRemoteTrackingComputer,None,None,None,None,effects.TurretWeaponRangeTrackingSpeedMultiplyTarget,None,0,1,73,None,6,54,2044,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
6431,fighterAbilityMissiles,None,None,None,None,effects.Laser,None,1,0,2182,None,None,2149,None,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
