attributeID,attributeName,description,iconID,defaultValue,published,displayName,unitID,stackable,highIsGood,categoryID
1483,Explosion Velocity Multiplier,Multiplier to missiles ability to hit fast targets,None,0.0,1,Explosion Velocity Multiplier,104,1,1,1
1484,Drone velocity multiplier,Maximum drone velocity multiplier,None,0.0,1,Drone velocity multiplier,104,1,1,10
1485,Heat damage multiplier,Damage multiplier for heat,None,0.0,1,Heat damage multiplier,104,1,1,52
1486,Overload bonus multiplier,Multiplier to all overload bonuses,None,0.0,1,Overload bonus multiplier,104,1,1,4
1487,Smart bomb range multiplier,Smart bomb range multiplier,None,0.0,1,Smart bomb range multiplier,104,1,1,7
1488,Smart bomb damage multiplier,Damage multiplier for smart bombs,None,0.0,1,Smart bomb damage multiplier,104,1,1,7
1489,Shield EM Resistance,EM resistance bonus for shields,None,0.0,1,Shield EM Resistance,105,1,1,2
1490,Shield Explosive Resistance,Explosive resistance bonus for shields,None,0.0,1,Shield Explosive Resistance,105,1,1,2
1491,Shield Kinetic Resistance,Kinetic resistance bonus for shields,None,0.0,1,Shield Kinetic Resistance,105,1,1,2
1492,Shield Thermal Resistance,Thermal resistance bonus for shields,None,0.0,1,Shield Thermal Resistance,105,1,1,2
1493,Small weapon damage multiplier,Damage multiplier for small weapons,None,0.0,1,Small weapon damage multiplier,104,1,1,7
1494,Medium weapon damage multiplier,Damage multiplier for medium weapons,None,0.0,1,Medium weapon damage multiplier,104,1,1,7
1495,Repair amount multiplier,Armor repair amount multiplier,None,0.0,1,Repair amount multiplier,104,1,1,3
1496,Shield repair multiplier,Shield transfer amount multiplier,None,0.0,1,Shield repair multiplier,104,1,1,2
1497,Shield transfer amount multiplier,Shield repair multiplier for remote repair,None,0.0,1,Shield transfer amount multiplier,104,1,1,2
1498,Remote repair amount multiplier,Repair amount multiplier for remote repairers,None,0.0,1,Remote repair amount multiplier,104,1,1,3
1499,Capacitor capacity multiplier,Capacitor capacity multiplier,None,0.0,1,Capacitor capacity multiplier,104,1,1,5
1500,Capacitor recharge multiplier,Capacitor recharge rate multiplier,None,0.0,1,Capacitor recharge multiplier,104,1,1,5
1501,None,The maximum number of targets that can be repaired at once.,None,1.0,0,None,None,1,1,20
1502,None,The maximum number of targets that can be shield boosted at once,None,1.0,0,None,None,1,1,20
1503,None,,None,0.0,0,None,None,1,1,9
1504,None,,None,0.0,0,None,None,1,1,9
1505,None,,None,0.0,0,None,None,1,1,9
1506,None,,None,0.0,0,None,None,1,1,9
1507,None,,None,0.0,0,None,None,1,1,7
1508,None,,None,0.0,0,None,None,1,1,7
1509,None,,None,0.0,0,None,None,1,1,7
1510,None,,None,0.0,0,None,None,1,1,7
1511,None,,None,0.0,0,None,None,1,1,7
1512,None,,None,0.0,0,None,None,1,1,7
1513,None,,None,0.0,0,None,None,1,1,7
1514,None,,None,0.0,0,None,None,1,1,7
1515,None,,None,0.0,0,None,None,1,1,7
1516,None,,None,0.0,0,None,None,1,1,7
1517,None,,None,0.0,0,None,None,1,1,7
1518,None,,None,0.0,0,None,None,1,1,7
1519,None,,None,0.0,0,None,None,1,1,7
1520,None,,None,0.0,0,None,None,1,1,7
1521,None,,None,0.0,0,None,None,1,1,7
1522,None,,None,0.0,0,None,None,1,1,7
1523,None,,None,0.0,0,None,None,1,1,7
1524,None,,None,0.0,0,None,None,1,1,7
1525,None,,None,0.0,0,None,None,1,1,7
1526,None,,None,0.0,0,None,None,1,1,7
1527,None,Maximum value for armor resonances. Default = 1.,None,1.0,0,None,None,1,1,3
1528,None,Maximum value for shield resonances. Default = 1.,None,1.0,0,None,None,1,1,2
1529,None,Maximum value for hull resonances. Default = 1.,None,1.0,0,None,None,1,1,4
1530,None,This was created by accident and should be ignored,None,1.0,0,None,None,1,1,4
1531,None,,None,0.0,0,None,None,1,1,7
1532,None,,None,0.0,0,None,None,1,1,7
1533,None,,None,0.0,0,None,None,1,1,7
1534,None,,None,0.0,0,None,None,1,1,7
1535,None,,None,0.0,0,None,None,1,1,9
1536,ECM Range Bonus,,None,0.0,1,ECM Range Bonus,105,1,1,7
1537,None,,None,0.0,0,None,None,1,1,9
1538,None,,None,0.0,0,None,None,1,1,7
1539,None,,None,0.0,0,None,None,1,1,7
1540,None,,None,0.0,1,None,None,1,1,None
1541,None,,None,0.0,0,None,None,1,1,17
1544,Max Modules Of This Group Allowed,,0,0.0,1,Max Modules Of This Group Allowed,None,1,1,9
1547,Rig Size,,2887,0.0,1,Rig Size,117,1,1,7
1549,Fuel Bay Capacity,special fuel bay capacity,71,0.0,1,Fuel Bay Capacity,9,0,1,40
1550,None,,None,1.0,0,None,None,1,1,None
1551,Days added to subscription,Number of days that this PLEX adds to your account,None,0.0,1,Days added to subscription,None,1,1,None
1552,None,,None,1.0,0,None,None,1,1,None
1553,None,,None,1.0,0,None,None,1,1,None
1554,None,,None,1.0,0,None,None,1,1,None
1555,None,,None,0.0,0,None,None,1,1,None
1556,Mining Hold Capacity,Capacity of general mining hold,71,0.0,1,Mining Hold Capacity,9,1,1,40
1557,Gas Hold Capacity,Capacity of gas-only hold,71,0.0,1,Gas Hold Capacity,9,1,1,40
1558,Mineral Hold Capacity,Capacity of mineral-only hold,71,0.0,1,Mineral Hold Capacity,9,1,1,40
1559,Salvage Hold Capacity,Capacity of special salvage-only hold,71,0.0,1,Salvage Hold Capacity,9,1,1,40
1560,Ship Hold Capacity,Capacity of ship-only hold,71,0.0,1,Ship Hold Capacity,9,1,1,40
1561,Small Ship Hold Capacity,Capacity of frigate/destroyer hold,71,0.0,1,Small Ship Hold Capacity,9,1,1,40
1562,Medium Ship Hold Capacity,Capacity of cruiser/battlecruiser ship hold,71,0.0,1,Medium Ship Hold Capacity,9,1,1,40
1563,Large Ship Hold Capacity,Capacity of battleship hold,71,0.0,1,Large Ship Hold Capacity,9,1,1,40
1564,Industrial Ship Hold Capacity,Capacity of industrial ship hold,71,0.0,1,Industrial Ship Hold Capacity,9,1,1,40
1565,RADAR strength bonus,+ / - modifier to a ship radar strength,None,0.0,1,RADAR strength bonus,139,1,1,6
1566,Ladar strength bonus,+ / - modifier to a ship ladar strength,None,0.0,1,Ladar strength bonus,139,1,1,6
1567,Gravimetric strength bonus,+ / - modifier to a ship gravimetric strength,None,0.0,1,Gravimetric strength bonus,139,1,1,6
1568,Magnetometric strength bonus,+ / - modifier to a ship magnetometric strength,None,0.0,1,Magnetometric strength bonus,139,1,1,6
1569,None,,None,1.0,0,None,None,1,1,None
1570,None,,None,1.0,0,None,None,1,1,None
1571,None,,None,1.0,0,None,None,1,1,None
1572,None,,None,1.0,0,None,None,1,1,None
1573,Ammo Hold Capacity,special ammo hold capacity,71,0.0,1,Ammo Hold Capacity,9,0,1,40
1574,Special Ability Bonus,Alliance Tournament Ship Bonus,None,0.0,0,Special Ability Bonus,105,1,1,7
1575,Special Ability Bonus,Alliance Tournament Ship Bonus,None,0.0,0,Special Ability Bonus,105,1,1,7
1576,Special Ability Bonus,Alliance Tournament Frigate Bonus,None,0.0,0,Special Ability Bonus,105,1,1,7
1577,Special Ability Bonus,Alliance Tournament Frigate Bonus,None,0.0,0,Special Ability Bonus,105,1,1,7
1578,None,,None,0.0,0,None,None,1,1,9
1579,None,,None,0.0,0,None,None,1,1,None
1580,Maximum Defense Bunkers,The maximum number of defense bunkers this infrastructure Hub can support.,None,-1.0,1,Maximum Defense Bunkers,None,1,1,7
1581,None,,None,0.0,0,None,None,1,1,7
1582,None,The number of milliseconds before the container replenishes the loot inside itself. This special tutorial attribute will allow re-spawning of items in distribution dungeons bypassing restrictions present. 10 second minimum (10000 ms).,None,30000.0,0,None,101,1,1,9
1583,Required Development Index Level (Military),The required minimum military development index level,None,0.0,1,Required Development Index Level (Military),140,1,1,None
1584,Required Development Index Level (Industrial),The minimum required industrial development index level,None,0.0,1,Required Development Index Level (Industrial),140,1,1,None
1585,Required Development Index (economic),The required ISK to be present in the Economics development index.,None,0.0,1,Required Development Index (economic),None,1,1,None
1586,Required Development Index (Research & Development),"The required ISK to be present in the research and development
development index.",None,0.0,1,Required Development Index (Research & Development),None,1,1,None
1590,None,"The minimum distance the object can be anchored, ""from what"" depends on the object.",None,-1.0,0,None,1,1,1,7
1591,None,"the maximum distance it can be anchored at, ""from what"" depends on the object in question",None,250000.0,0,None,1,1,1,7
1595,Requires Infrastructure Upgrade,,None,0.0,1,Requires Infrastructure Upgrade,116,1,1,7
1597,Minimum Sovereignty Period to Install Upgrade,The number of seconds that sovereignty has to have been claimed for to Install this upgrade,None,0.0,1,Minimum Sovereignty Period to Install Upgrade,129,1,1,7
1598,None,The typeID of the upgrade that prevents this type from being installed.,None,0.0,0,None,116,1,1,7
1599,Prerequisite Installed Upgrade,The typeID of the upgrade that is required for this upgrade to be installed. ,None,0.0,1,Prerequisite Installed Upgrade,116,1,1,7
1600,Required System Oupost Upgrade Level,The required level of outpost upgrade required to install this upgrade,None,0.0,1,Required System Oupost Upgrade Level,None,1,1,7
1601,Onlining Requires Infrastructure Upgrade,This attribute specifies a typeID which must be active in an IH for the given structure to be onlined,None,0.0,1,Onlining Requires Infrastructure Upgrade,116,1,1,7
1603,Daily Upkeep Cost,"[DEPRECATED] The sum of this attribute on the claim markers, Infrastructure hub, and each upgrade is the systems base cost. ",None,0.0,1,Daily Upkeep Cost,133,1,1,7
1606,None,Obsolete attribute,None,0.0,0,None,None,1,0,None
1607,None,Obsolete attribute,None,0.0,0,None,None,1,0,None
1608,None,Obsolete attribute,None,0.0,0,None,None,1,1,None
1609,None,Obsolete attribute,None,0.0,0,None,None,1,0,None
1610,None,Obsolete attribute,None,0.0,0,None,None,1,0,None
1611,None,Obsolete attribute,None,0.0,0,None,None,1,0,None
1612,None,The number of seconds that the structure will be in reinforcement time,None,172800.0,0,None,3,1,1,7
1613,None,The number of seconds that the reinforcement exit time will be adjusted by. exitTime +- attribute,None,10800.0,0,None,3,1,1,7
1614,None,Obsolete attribute,None,0.0,0,None,None,1,0,None
1615,Required Development Index Level (Strategic),The minimum required sovereignty index level,None,0.0,1,Required Development Index Level (Strategic),140,1,1,None
1616,None,Obsolete attribute,None,0.0,0,None,None,1,1,None
1619,Drone Stasis Web Bonus,,None,0.0,1,Drone Stasis Web Bonus,105,1,1,None
1623,None,,None,0.0,0,None,None,1,1,9
1624,None,,None,0.0,0,None,None,1,1,9
1625,None,,None,0.0,0,None,None,1,1,9
1626,None,,None,0.0,0,None,None,1,1,9
1631,Logistical Capacity,Transport capacity (bandwidth) in m3 per hour.,None,0.0,1,Logistical Capacity,134,1,1,None
1632,Planet Type Restriction,This type can only be found/used/created on a planet matching this type ID.,None,0.0,1,Planet Type Restriction,116,1,1,7
1633,Power Load (per km),Megawatts per kilometer,None,0.0,1,Power Load (per km),107,1,1,1
1634,CPU Usage (per km),CPU Usage per kilometer,None,0.0,1,CPU Usage (per km),106,1,1,1
1635,CPU Load Level Modifier,Used to calculate cpu load multiplier for PI links,None,0.0,1,CPU Load Level Modifier,None,1,1,1
1636,Power Load Level Modifier,Power load multiplier for PI link levels,None,0.0,1,Power Load Level Modifier,None,1,1,1
1638,Import Tax,Base importation tax (ISK per m3 of volume) for commodities imported to pin.,None,0.0,1,Import Tax,133,1,0,7
1639,Export Tax,Base export tax (ISK per m3 of volume) on commodities exported from a planet via this pin.,None,0.0,1,Export Tax,133,1,0,7
1640,None,Cost multiplier per m3 volume of this commodity when importing to a planet,None,1.0,0,None,121,1,0,7
1641,None,Export tax multiplier when exporting this commodity off a planet.,None,1.0,0,None,121,1,0,7
1642,Extraction Quantity,Base amount (in units) of commodities extracted by an extractor pin.,None,100.0,1,Extraction Quantity,None,1,1,7
1643,Cycle Time,Base cycle time (in seconds) of an extractor pin.,None,300.0,1,Cycle Time,3,1,1,7
1644,None,This is the radius that the depletion at this pin effects,None,10.0,0,None,1,1,1,7
1645,None,This is the amount that is added to the depletion of a resource on a planet,None,0.0,0,None,None,1,1,7
1646,Command Center Hold Capacity,Capacity of CC-only hold,71,0.0,1,Command Center Hold Capacity,9,1,1,40
1647,Maximum Pilot Age,This attribute deactivates the booster after the character's age reaches a certain amount,None,0.0,1,Maximum Pilot Age,129,1,1,7
1648,None,"This controls how L1 AI target switches
When disabled AI_ChanceToNotTargetSwitch, AI_ShouldUseEffectMultiplier, and AI_ShouldUseSignatureRadius are disabled also.",None,0.0,0,None,None,1,1,12
1649,None,Should use secondary effect on other targets?,None,0.0,0,None,None,1,1,12
1650,None,Should this type use signature radius,None,0.0,0,None,None,1,1,12
1651,None,A percentage chance to not change targets 0.0 - 1.0. 1.0 they will never change targets 0.0 they will always change targets,None,0.0,0,None,127,1,1,12
1652,None,Should the entity watch for effects when choosing targets,None,0.0,0,None,None,1,1,12
1653,Planetary Commodities Hold Capacity,Capacity of Planetary Commodities hold,71,0.0,1,Planetary Commodities Hold Capacity,9,1,1,40
1654,Immune to super weapon attacks,Can not be attacked by doomsday devices,None,0.0,1,Immune to super weapon attacks,None,1,1,12
1655,Preferred Signature Radius,The Preferred signature radius for attack. If it is 0 or below it uses the ships signature radius instead.,None,-1.0,1,Preferred Signature Radius,1,1,1,12
1656,Drone Tanking Modifier,Tanking modifier applied to drones if their owner is tanking. 1.0 is no modifier,None,0.7,0,Drone Tanking Modifier,None,1,1,12
1657,Tanking Modifier,Tanking modifier applied to ships. 1.0 is no modifier.,None,0.7,1,Tanking Modifier,None,1,1,12
1658,NPC Remote ECM Duration,The current duration for the remote ECM ( this is recalculated each time it is activated ),None,300000.0,1,NPC Remote ECM Duration,None,1,1,23
1659,NPC Remote ECM Minimum Duration,"Lower cap, so even if more players are added to the bubble remote ECM duration will not go below this value",None,10000.0,1,NPC Remote ECM Minimum Duration,None,1,1,23
1660,NPC Remote ECM Duration Scaling Factor,The scaling factor used for the NPC remote ECM,None,0.9,1,NPC Remote ECM Duration Scaling Factor,None,1,1,23
1661,NPC remote ECM base duration,The base time between ECM bursts,None,300000.0,1,NPC remote ECM base duration,None,1,1,23
1662,NPC remote ECM Extra Player Scale,The number of players in each step of scaling of remote ECM,None,8.0,1,NPC remote ECM Extra Player Scale,None,1,1,23
1663,NPC remote ECM intended number of players,"The base number of players, where the scaling of the remote ECM should start",None,40.0,1,NPC remote ECM intended number of players,None,1,1,23
1664,NPC remote ECM chance,Chance that the NPC remote ECM fires,None,1.0,1,NPC remote ECM chance,None,1,1,23
1669,None,Bonus 1 for ORE Industrials,None,0.0,0,None,None,1,1,None
1670,None,Bonus 2 for ORE Industrials,None,0.0,0,None,None,1,1,None
1671,NPC group shield resistance bonus,Bonus applied to all NPCs in the same group. Used by the NPCGroupShieldAssist effect. Negative values is a bonus so e.g. -20 is a 20% bonus,None,0.0,1,NPC group shield resistance bonus,109,1,1,20
1672,NPC group shield resistance duration,Duration for the NPCGroupShieldAssist effect,None,10000.0,1,NPC group shield resistance duration,None,1,1,20
1673,NPC group shield resistance activation chance,Activation chance of the NPCGroupShieldAssist effect,None,1.0,1,NPC group shield resistance activation chance,None,1,1,20
1674,None,amount of speed increase by NPCGroupSpeedAssist effect. Negative values is a bonus so e.g. -20 is a 20% bonus,None,0.0,1,None,109,1,1,20
1675,NPC group propulsion jamming bonus,Amount of propulsion jamming assist. Used by NPCGroupPropJamAssist. Negative values is a bonus so e.g. -20 is a 20% bonus,None,0.0,1,NPC group propulsion jamming bonus,109,1,1,20
1676,NPC group armor resistance bonus,Amount of armor resistance bonus. Used by NPCGroupArmorAssist. Negative values is a bonus so e.g. -20 is a 20% bonus,None,0.0,1,NPC group armor resistance bonus,109,1,1,20
1677,None,Duration of NPCGroupArmorAssist effect.,None,10000.0,1,None,None,1,1,20
1678,None,Activation chance for NPCGroupSpeedAssist effect.,None,1.0,1,None,None,1,1,20
1679,None,Duration of NPCGroupPropJamAssist effect.,None,10000.0,1,None,None,1,1,20
1680,None,Activation chance of NPCGroupPropJamAssist effect.,None,1.0,1,None,None,1,1,20
1681,None,Duration of NPCGroupArmorAssist effect.,None,10000.0,1,None,None,1,1,20
1682,None,Activation chance for NPCGroupArmorAssist effect.,None,1.0,1,None,None,1,1,20
1683,decay factor,,None,0.012,1,decay factor,None,1,1,None
1684,Maximum Volume,,None,9.2,1,Maximum Volume,None,1,1,None
1685,None,,None,0.5,0,None,None,1,1,None
1686,System effect damage reduction,Damage reduction for system effects,None,0.0,1,System effect damage reduction,124,1,1,7
1687,None,,None,0.8,0,None,None,1,1,None
1688,None,Second Stock Bonus on Pirate Faction Ships.,None,0.0,0,None,None,1,1,37
1689,None,,None,0.3,0,None,None,1,1,None
1690,Extractor head CPU,CPU cost of extractor head,None,110.0,1,Extractor head CPU,106,1,1,None
1691,Extractor head Power,Power cost for a extractor head,None,500.0,1,Extractor head Power,107,1,1,None
1692,None,"Authoring has been moved to FSD.
meta group of type

3: Story-line (Cosmos)
4: Faction
5: Officer (rare asteroid NPCs)
6: Deadspace

",None,0.0,0,None,None,1,1,None
1695,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1696,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1697,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1698,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1699,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1700,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1701,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1702,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1703,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1704,None,Distribution ID for sov upgrades in Angel space,None,0.0,0,None,None,1,1,7
1705,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1706,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1707,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1708,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1709,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1710,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1711,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1712,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1713,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1714,None,Distribution ID for sov upgrades in Blood Raider space,None,0.0,0,None,None,1,1,7
1715,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1716,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1717,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1718,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1719,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1720,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1721,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1722,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1723,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1724,None,Distribution ID for sov upgrades in Guristas space,None,0.0,0,None,None,1,1,7
1725,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1726,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1727,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1728,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1729,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1730,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1731,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1732,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1733,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1734,None,Distribution ID for sov upgrades in Rogue Drone space,None,0.0,0,None,None,1,1,7
1735,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1736,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1737,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1738,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1739,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1740,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1741,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1742,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1743,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1744,None,Distribution ID for sov upgrades in Sansha space,None,0.0,0,None,None,1,1,7
1745,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1746,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1747,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1748,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1749,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1750,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1751,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1752,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1753,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1754,None,Distribution ID for sov upgrades in Serpentis space,None,0.0,0,None,None,1,1,7
1755,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1756,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1757,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1758,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1759,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1760,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1761,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1762,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1763,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1764,None,Distribution ID for global sov upgrades,None,0.0,0,None,None,1,1,7
1766,None,"This attribute is used on entities to link them to a player ship group. This is then used to determine which overview icon they should get, among other things",None,0.0,0,None,115,1,1,31
1768,None,The value of this attribute is a graphicsID which controls the color scheme of this type. It is used to apply said color scheme to items of other types whose gfx representation is tied in with the attribute holder. Example: Turrets on ships.,None,0.0,0,None,None,0,0,7
1770,Special material bay capacity,Capacity of material bay,None,0.0,1,Special material bay capacity,9,1,1,4
1771,None,Type of object which this object transforms into.,None,0.0,0,None,None,1,1,7
1772,Access Difficulty Bonus,Bonus to chance of opening a container (for skills).,None,0.0,1,Access Difficulty Bonus,127,1,1,7
1773,Gender,"Used to describe what sex a given item is meant for.

1 = Male,
2 = Unisex,
3 = Female",None,2.0,1,Gender,142,1,1,7
1775,Consumption Quantity Bonus,,None,0.0,1,Consumption Quantity Bonus,105,1,1,7
1778,Manufacture Cost Bonus,This is a fake attribute for show info purposes.,None,0.0,1,Manufacture Cost Bonus,105,1,1,7
1780,None,,None,0.1,0,None,None,1,1,None
1781,None,,None,0.1,0,None,None,1,1,None
1782,Allowed Drone Group,,None,0.0,0,Allowed Drone Group,115,1,1,10
1783,Allowed Drone Group,,None,0.0,0,Allowed Drone Group,115,1,1,10
1785,Capital Sized Vessel,,None,0.0,0,Capital Sized Vessel,137,1,1,7
1786,None,Used by Battlecruisers for large turret powergrid reduction,None,1.0,0,None,None,1,1,9
1787,None,Used by Battlecruisers for large turret CPU reduction,None,1.0,0,None,None,1,1,9
1788,None,Used by Battlecruisers for large turret capacitor reduction,None,1.0,0,None,None,1,1,9
1790,None,Used by Battlecruisers for Siege Missile CPU reduction,None,1.0,0,None,None,1,1,9
1791,None,Used by Battlecruisers for siege missile powergrid reduction,None,1.0,0,None,None,1,1,9
1792,None,,None,0.0,0,None,None,1,1,9
1793,None,,None,0.0,0,None,None,1,1,9
1794,Effect Bonus,Bonus to booster effect.,None,0.0,1,Effect Bonus,105,1,1,7
1795,Reload Time,reload time (ms),1397,10000.0,1,Reload Time,101,1,0,7
1797,Does Not Require Clothing Type,"This item of clothing covers multiple areas of the body, so the category of clothes specified by this attribute is no longer mandatory",None,0.0,0,Does Not Require Clothing Type,None,1,1,None
1798,Disallow against EW-immune target,"When set to non-zero on a module with an assistance effect, the module cannot be activated against a target that has a positive disallowOffensiveModifiers attribute",None,0.0,0,Disallow against EW-immune target,137,1,0,7
1799,Genolution Set Bonus,,None,1.0,1,Genolution Set Bonus,104,1,1,7
1803,MWD sig penalty and cap need bonus,reduction in MicroWarp Drive signature,None,0.0,0,MWD sig penalty and cap need bonus,105,1,0,7
1804,Quafe Hold Capacity,Capacity of Quafe hold,None,0.0,0,Quafe Hold Capacity,9,1,1,40
1806,Requires Sovereignty,This is a display-only attribute for showinfo,None,0.0,1,Requires Sovereignty,137,1,1,7
1808,None,,None,1.0,1,None,None,0,1,None
1809,None,,None,1.0,1,None,None,0,1,None
1811,Capacitor Attack Reflect Chance,Chance of reflecting NOS/neut effect back on attacker,None,0.0,1,Capacitor Attack Reflect Chance,111,1,1,None
1812,Damage Reduction Threshold,Turret damage is reduced when shooting at targets with a sig radius below this value.,None,0.0,1,Damage Reduction Threshold,1,1,1,7
1813,Turret Damage Scaling Radius,This attribute is used by the effect which sets titans' turrets to reduce damage below a certain target signature radius.,None,0.0,0,Turret Damage Scaling Radius,1,1,1,7
1814,None,,None,1.0,1,None,111,1,1,None
1815,None,,None,1.0,1,None,111,1,1,None
1816,Neutralizer Reflect Amount,,None,1.0,1,Neutralizer Reflect Amount,105,0,1,None
1817,Energy Leech Reflect Amount,,None,1.0,1,Energy Leech Reflect Amount,105,0,1,None
1818,None,,None,0.0,0,None,None,1,1,None
1820,None,The base cost of hiring an ally into a war,None,10000000.0,0,None,133,1,1,7
1821,Ally Cost Modifier Percentage Per Level,,None,0.0,1,Ally Cost Modifier Percentage Per Level,None,1,1,7
1822,None,Reduction in energy turret capacitor use,None,0.0,0,None,None,1,1,None
1823,None,Energy turret damage bonus,None,0.0,0,None,None,1,1,None
1824,None,Bonus to tracking disruptor effectiveness,None,0.0,0,None,None,1,1,None
1825,None,Bonus to armor resistances,None,0.0,0,None,None,1,1,None
1826,None,Small Hybrid Turret optimal range bonus,None,0.0,0,None,None,1,1,None
1827,None,Bonus to kinetic missile damage,None,0.0,0,None,None,1,1,None
1828,None,ECM Strength Bonus,None,0.0,0,None,None,1,1,None
1829,None,Shield resistance bonus,None,0.0,0,None,None,1,1,None
1830,None,Bonus to Small Hybrid Turret damage,None,0.0,0,None,None,1,1,None
1831,None,"Bonus to drone damage, HP and mining yield",None,0.0,0,None,None,1,1,None
1832,None,Bonus to sensor damper effectiveness,None,0.0,0,None,None,1,1,None
1833,None,Bonus to armor repair amount,None,0.0,0,None,None,1,1,None
1834,None,Bonus to target painter effectiveness,None,0.0,0,None,None,1,1,None
1835,None,Bonus to ship velocity,None,0.0,0,None,None,1,1,None
